rpm,map_kpa,torque,ve_f,ve_r,spark_f,spark_r,afr_cmd_f,afr_cmd_r,afr_meas_f,afr_meas_r,iat,knock,vbatt,tps
3394.52,75.78,70.49,120,121,24,22,13.0,13.0,14.51,12.47,110.7,0,13.89,25.0
3408.32,76.29,70.38,120,121,24,22,13.0,13.0,13.06,12.88,110.7,0,13.9,24.9
3421.72,76.81,70.28,120,121,24,22,13.0,13.0,11.37,13.65,110.7,0,13.88,24.9
3434.68,77.33,70.19,120,121,24,22,13.0,13.0,11.99,11.35,110.6,0,13.92,24.8
3447.21,77.86,70.12,120,121,24,22,13.0,13.0,12.82,14.53,110.6,0,13.91,24.8
3459.3,78.39,70.07,120,121,24,22,13.0,13.0,11.18,11.91,110.6,0,13.92,24.7
3470.94,78.92,70.03,120,121,24,22,13.0,13.0,12.14,11.89,110.6,0,13.9,24.6
3482.11,79.46,70.01,120,121,24,22,13.0,13.0,12.74,11.96,110.6,0,13.89,24.5
3492.82,80.0,70.0,120,121,24,22,13.0,13.0,12.42,10.1,110.6,0,13.91,24.3
3503.05,80.54,70.01,120,121,24,22,13.0,13.0,12.06,14.65,110.5,0,13.88,24.2
3512.81,81.08,70.03,120,121,24,22,13.0,13.0,11.24,14.49,110.5,0,13.87,24.0
3522.07,81.61,70.07,120,121,24,22,13.0,13.0,12.21,13.79,110.5,0,13.89,23.9
3530.84,82.14,70.12,120,121,24,22,13.0,13.0,11.14,13.29,110.5,0,13.9,23.7
3539.1,82.67,70.19,120,121,24,22,13.0,13.0,14.18,13.75,110.5,0,13.96,23.5
3546.86,83.19,70.28,120,121,24,22,13.0,13.0,11.12,13.02,110.5,0,13.88,23.3
3554.11,83.71,70.38,120,121,24,22,13.0,13.0,14.03,13.99,110.4,0,13.92,23.1
3560.85,84.22,70.49,120,121,24,22,13.0,13.0,12.0,12.14,110.4,0,13.86,22.9
3567.06,84.72,70.62,120,121,24,22,13.0,13.0,14.58,13.59,110.4,0,13.89,22.7
3572.74,85.21,70.76,120,121,24,22,13.0,13.0,13.76,13.86,110.4,0,13.92,22.5
3577.9,85.69,70.92,120,121,24,22,13.0,13.0,11.09,12.13,110.4,0,13.9,22.3
3582.52,86.15,71.09,120,121,24,22,13.0,13.0,13.14,14.07,110.4,0,13.88,22.0
3586.6,86.61,71.28,120,121,24,22,13.0,13.0,12.89,15.52,110.3,0,13.91,21.8
3590.15,87.05,71.47,120,121,24,22,13.0,13.0,13.65,12.9,110.3,0,13.92,21.5
3593.16,87.48,71.69,120,121,24,22,13.0,13.0,14.61,13.04,110.3,0,13.92,21.3
3595.62,87.9,71.91,120,121,24,22,13.0,13.0,11.82,13.59,110.3,0,13.92,21.0
3597.53,88.29,72.15,120,121,24,22,13.0,13.0,11.93,14.17,110.3,0,13.89,20.8
3598.9,88.67,72.4,120,121,24,22,13.0,13.0,11.87,12.87,110.2,0,13.94,20.5
3599.73,89.04,72.66,120,121,24,22,13.0,13.0,13.02,13.95,110.2,0,13.89,20.3
3600.0,89.38,72.93,120,121,24,22,13.0,13.0,12.77,11.46,110.2,0,13.89,20.0
3599.73,89.71,73.21,120,121,24,22,13.0,13.0,13.55,12.78,110.2,0,13.93,19.7
3598.9,90.01,73.51,120,121,24,22,13.0,13.0,12.46,12.58,110.2,0,13.93,19.5
3597.53,90.3,73.81,120,121,24,22,13.0,13.0,11.99,11.02,110.1,0,13.93,19.2
3595.62,90.57,74.12,120,121,24,22,13.0,13.0,13.09,10.25,110.1,0,13.9,19.0
3593.16,90.81,74.44,120,121,24,22,13.0,13.0,12.23,14.81,110.1,0,13.89,18.7
3590.15,91.03,74.78,120,121,24,22,13.0,13.0,12.04,11.69,110.1,0,13.88,18.5
3586.6,91.23,75.11,120,121,24,22,13.0,13.0,11.91,11.06,110.0,0,13.88,18.2
3582.52,91.41,75.46,120,121,24,22,13.0,13.0,10.97,10.98,110.0,0,13.87,18.0
3577.9,91.57,75.81,120,121,24,22,13.0,13.0,12.09,11.92,110.0,0,13.88,17.7
3572.74,91.7,76.17,120,121,24,22,13.0,13.0,13.12,12.65,110.0,0,13.89,17.5
3567.06,91.81,76.54,120,121,24,22,13.0,13.0,12.14,14.56,110.0,0,13.9,17.3
3560.85,91.89,76.91,120,121,24,22,13.0,13.0,13.11,9.66,109.9,0,13.89,17.1
3554.11,91.95,77.29,120,121,24,22,13.0,13.0,10.36,12.18,109.9,0,13.91,16.9
3546.86,91.99,77.67,120,121,24,22,13.0,13.0,11.91,13.27,109.9,0,13.88,16.7
3539.1,92.0,78.05,120,121,24,22,13.0,13.0,13.21,10.84,109.9,0,13.89,16.5
3530.84,91.99,78.44,120,121,24,22,13.0,13.0,13.05,13.27,109.8,0,13.9,16.3
3522.07,91.95,78.82,120,121,24,22,13.0,13.0,14.63,12.15,109.8,0,13.89,16.1
3512.81,91.89,79.22,120,121,24,22,13.0,13.0,9.74,14.7,109.8,0,13.89,16.0
3503.05,91.81,79.61,120,121,24,22,13.0,13.0,11.39,14.16,109.8,0,13.92,15.8
3492.82,91.7,80.0,120,121,24,22,13.0,13.0,12.72,10.93,109.7,0,13.91,15.7
3482.11,91.57,80.39,120,121,24,22,13.0,13.0,11.97,11.23,109.7,0,13.92,15.5
3470.94,91.41,80.78,120,121,24,22,13.0,13.0,10.39,13.26,109.7,0,13.91,15.4
3459.3,91.23,81.18,120,121,24,22,13.0,13.0,14.75,12.97,109.6,0,13.86,15.3
3447.21,91.03,81.56,120,121,24,22,13.0,13.0,11.75,12.66,109.6,0,13.91,15.2
3434.68,90.81,81.95,120,121,24,22,13.0,13.0,13.64,10.28,109.6,0,13.89,15.2
3421.72,90.57,82.33,120,121,24,22,13.0,13.0,13.63,14.38,109.6,0,13.94,15.1
3408.32,90.3,82.71,120,121,24,22,13.0,13.0,12.22,13.85,109.5,0,13.93,15.1
3394.52,90.01,83.09,120,121,24,22,13.0,13.0,13.88,13.41,109.5,0,13.92,15.0
3380.3,89.71,83.46,120,121,24,22,13.0,13.0,11.81,10.87,109.5,0,13.92,15.0
3365.69,89.38,83.83,120,121,24,22,13.0,13.0,12.28,12.52,109.5,0,13.89,15.0
3350.68,89.04,84.19,120,121,24,22,13.0,13.0,12.24,12.82,109.4,0,13.88,15.0
3335.3,88.67,84.54,120,121,24,22,13.0,13.0,12.72,12.84,109.4,0,13.9,15.0
3319.56,88.29,84.89,120,121,24,22,13.0,13.0,11.88,13.47,109.4,0,13.94,15.1
3303.46,87.9,85.22,120,121,24,22,13.0,13.0,12.04,13.99,109.3,0,13.92,15.1
3287.01,87.48,85.56,120,121,24,22,13.0,13.0,9.91,11.65,109.3,0,13.89,15.2
3270.23,87.05,85.88,120,121,24,22,13.0,13.0,13.49,12.77,109.3,0,13.91,15.2
3253.12,86.61,86.19,120,121,24,22,13.0,13.0,13.35,11.49,109.3,0,13.89,15.3
3235.71,86.15,86.49,120,121,24,22,13.0,13.0,11.42,12.35,109.2,0,13.9,15.4
3218.0,85.69,86.79,120,121,24,22,13.0,13.0,12.88,11.7,109.2,0,13.92,15.5
3200.0,85.21,87.07,120,121,24,22,13.0,13.0,13.67,14.36,109.2,0,13.91,15.7
3181.73,84.72,87.34,120,121,24,22,13.0,13.0,12.92,13.34,109.1,0,13.91,15.8
3163.19,84.22,87.6,120,121,24,22,13.0,13.0,12.06,14.06,109.1,0,13.93,16.0
3144.41,83.71,87.85,120,121,24,22,13.0,13.0,14.8,12.6,109.1,0,13.91,16.1
3125.39,83.19,88.09,120,121,24,22,13.0,13.0,13.19,12.56,109.0,0,13.91,16.3
3106.15,82.67,88.31,120,121,24,22,13.0,13.0,12.64,12.34,109.0,0,13.94,16.5
3086.69,82.14,88.53,120,121,24,22,13.0,13.0,12.95,12.65,109.0,0,13.92,16.7
3067.05,81.61,88.72,120,121,24,22,13.0,13.0,12.94,12.91,109.0,0,13.9,16.9
3047.21,81.08,88.91,120,121,24,22,13.0,13.0,11.53,12.54,108.9,0,13.88,17.1
3027.21,80.54,89.08,120,121,24,22,13.0,13.0,13.03,11.2,108.9,0,13.92,17.3
3007.06,80.0,89.24,120,121,24,22,13.0,13.0,13.6,12.92,108.9,0,13.9,17.5
2986.76,79.46,89.38,120,121,24,22,13.0,13.0,13.27,10.3,108.8,0,13.88,17.7
2966.33,78.92,89.51,120,121,24,22,13.0,13.0,12.69,13.01,108.8,0,13.9,18.0
2945.79,78.39,89.62,120,121,24,22,13.0,13.0,11.81,12.77,108.8,0,13.89,18.2
2925.15,77.86,89.72,120,121,24,22,13.0,13.0,11.76,13.0,108.7,0,13.9,18.5
2904.42,77.33,89.81,120,121,24,22,13.0,13.0,14.13,13.41,108.7,0,13.91,18.7
2883.62,76.81,89.88,120,121,24,22,13.0,13.0,13.23,11.65,108.7,0,13.88,19.0
2862.77,76.29,89.93,120,121,24,22,13.0,13.0,11.38,16.01,108.6,0,13.88,19.2
2841.87,75.78,89.97,120,121,24,22,13.0,13.0,12.71,12.23,108.6,0,13.89,19.5
2820.94,75.28,89.99,120,121,24,22,13.0,13.0,12.33,10.48,108.6,0,13.88,19.7
2800.0,74.79,90.0,120,121,24,22,13.0,13.0,11.5,12.53,108.5,0,13.89,20.0
2779.06,74.31,89.99,120,121,24,22,13.0,13.0,12.25,12.94,108.5,0,13.89,20.3
2758.13,73.85,89.97,120,121,24,22,13.0,13.0,13.95,12.25,108.5,0,13.9,20.5
2737.23,73.39,89.93,120,121,24,22,13.0,13.0,11.61,13.48,108.4,0,13.89,20.8
2716.38,72.95,89.88,120,121,24,22,13.0,13.0,13.43,13.11,108.4,0,13.9,21.0
2695.58,72.52,89.81,120,121,24,22,13.0,13.0,13.25,12.28,108.4,0,13.93,21.3
2674.85,72.1,89.72,120,121,24,22,13.0,13.0,14.0,13.31,108.3,0,13.88,21.5
2654.21,71.71,89.62,120,121,24,22,13.0,13.0,11.9,11.98,108.3,0,13.9,21.8
2633.67,71.33,89.51,120,121,24,22,13.0,13.0,13.53,11.72,108.3,0,13.92,22.0
2613.24,70.96,89.38,120,121,24,22,13.0,13.0,13.08,10.43,108.2,0,13.89,22.3
2592.94,70.62,89.24,120,121,24,22,13.0,13.0,10.4,11.92,108.2,0,13.89,22.5
2572.79,70.29,89.08,120,121,24,22,13.0,13.0,12.46,12.43,108.1,0,13.89,22.7
2552.79,69.99,88.91,120,121,24,22,13.0,13.0,12.5,14.58,108.1,0,13.92,22.9
2532.95,69.7,88.72,120,121,24,22,13.0,13.0,11.94,14.31,108.1,0,13.87,23.1
2513.31,69.43,88.53,120,121,24,22,13.0,13.0,12.29,14.64,108.0,0,13.86,23.3
2493.85,69.19,88.31,120,121,24,22,13.0,13.0,13.75,11.4,108.0,0,13.9,23.5
2474.61,68.97,88.09,120,121,24,22,13.0,13.0,12.98,14.87,108.0,0,13.88,23.7
2455.59,68.77,87.85,120,121,24,22,13.0,13.0,13.1,13.63,107.9,0,13.89,23.9
2436.81,68.59,87.6,120,121,24,22,13.0,13.0,12.33,12.84,107.9,0,13.9,24.0
2418.27,68.43,87.34,120,121,24,22,13.0,13.0,14.12,11.82,107.9,0,13.89,24.2
2400.0,68.3,87.07,120,121,24,22,13.0,13.0,13.55,12.74,107.8,0,13.9,24.3
2382.0,68.19,86.79,120,121,24,22,13.0,13.0,13.2,12.14,107.8,0,13.88,24.5
2364.29,68.11,86.49,120,121,24,22,13.0,13.0,13.69,11.69,107.7,0,13.92,24.6
2346.88,68.05,86.19,120,121,24,22,13.0,13.0,13.47,11.49,107.7,0,13.91,24.7
2329.77,68.01,85.88,120,121,24,22,13.0,13.0,13.43,13.89,107.7,0,13.92,24.8
2312.99,68.0,85.56,120,121,24,22,13.0,13.0,12.88,12.19,107.6,0,13.89,24.8
2296.54,68.01,85.22,120,121,24,22,13.0,13.0,12.25,12.16,107.6,0,13.91,24.9
2280.44,68.05,84.89,120,121,24,22,13.0,13.0,13.3,12.47,107.6,0,13.89,24.9
2264.7,68.11,84.54,120,121,24,22,13.0,13.0,13.66,12.47,107.5,0,13.88,25.0
2249.32,68.19,84.19,120,121,24,22,13.0,13.0,13.14,12.77,107.5,0,13.88,25.0
2234.31,68.3,83.83,120,121,24,22,13.0,13.0,14.17,14.08,107.4,0,13.9,25.0
2219.7,68.43,83.46,120,121,24,22,13.0,13.0,13.45,13.72,107.4,0,13.9,25.0
2205.48,68.59,83.09,120,121,24,22,13.0,13.0,14.25,15.06,107.4,0,13.9,25.0
2191.68,68.77,82.71,120,121,24,22,13.0,13.0,13.79,14.16,107.3,0,13.89,24.9
2178.28,68.97,82.33,120,121,24,22,13.0,13.0,12.17,14.21,107.3,0,13.87,24.9
2165.32,69.19,81.95,120,121,24,22,13.0,13.0,15.21,14.18,107.2,0,13.9,24.8
2152.79,69.43,81.56,120,121,24,22,13.0,13.0,13.41,15.22,107.2,0,13.88,24.8
2140.7,69.7,81.18,120,121,24,22,13.0,13.0,12.15,12.49,107.2,0,13.89,24.7
2129.06,69.99,80.78,120,121,24,22,13.0,13.0,12.32,13.38,107.1,0,13.9,24.6
2117.89,70.29,80.39,120,121,24,22,13.0,13.0,12.52,15.09,107.1,0,13.87,24.5
2107.18,70.62,80.0,120,121,24,22,13.0,13.0,12.04,13.67,107.1,0,13.9,24.3
2096.95,70.96,79.61,120,121,24,22,13.0,13.0,13.81,12.52,107.0,0,13.88,24.2
2087.19,71.33,79.22,120,121,24,22,13.0,13.0,12.71,12.46,107.0,0,13.91,24.0
2077.93,71.71,78.82,120,121,24,22,13.0,13.0,12.88,14.16,106.9,0,13.91,23.9
2069.16,72.1,78.44,120,121,24,22,13.0,13.0,14.47,14.33,106.9,0,13.92,23.7
2060.9,72.52,78.05,120,121,24,22,13.0,13.0,14.19,12.69,106.9,0,13.89,23.5
2053.14,72.95,77.67,120,121,24,22,13.0,13.0,11.49,13.64,106.8,0,13.89,23.3
2045.89,73.39,77.29,120,121,24,22,13.0,13.0,13.81,13.93,106.8,0,13.87,23.1
2039.15,73.85,76.91,120,121,24,22,13.0,13.0,12.34,12.92,106.7,0,13.89,22.9
2032.94,74.31,76.54,120,121,24,22,13.0,13.0,13.56,11.98,106.7,0,13.9,22.7
2027.26,74.79,76.17,120,121,24,22,13.0,13.0,11.63,10.82,106.7,0,13.91,22.5
2022.1,75.28,75.81,120,121,24,22,13.0,13.0,12.03,12.7,106.6,0,13.87,22.3
2017.48,75.78,75.46,120,121,24,22,13.0,13.0,11.92,12.9,106.6,0,13.89,22.0
2013.4,76.29,75.11,120,121,24,22,13.0,13.0,14.41,13.9,106.5,0,13.89,21.8
2009.85,76.81,74.78,120,121,24,22,13.0,13.0,14.17,14.69,106.5,0,13.91,21.5
2006.84,77.33,74.44,120,121,24,22,13.0,13.0,12.96,14.58,106.5,0,13.94,21.3
2004.38,77.86,74.12,120,121,24,22,13.0,13.0,14.06,15.47,106.4,0,13.92,21.0
2002.47,78.39,73.81,120,121,24,22,13.0,13.0,14.26,12.13,106.4,0,13.88,20.8
2001.1,78.92,73.51,120,121,24,22,13.0,13.0,13.32,11.46,106.3,0,13.89,20.5
2000.27,79.46,73.21,120,121,24,22,13.0,13.0,14.27,12.64,106.3,0,13.91,20.3
2000.0,80.0,72.93,120,121,24,22,13.0,13.0,11.95,12.84,106.2,0,13.92,20.0
2000.27,80.54,72.66,120,121,24,22,13.0,13.0,13.57,13.77,106.2,0,13.93,19.7
2001.1,81.08,72.4,120,121,24,22,13.0,13.0,14.7,12.41,106.2,0,13.93,19.5
2002.47,81.61,72.15,120,121,24,22,13.0,13.0,12.7,13.42,106.1,0,13.9,19.2
2004.38,82.14,71.91,120,121,24,22,13.0,13.0,14.45,12.12,106.1,0,13.91,19.0
2006.84,82.67,71.69,120,121,24,22,13.0,13.0,13.87,14.39,106.0,0,13.9,18.7
2009.85,83.19,71.47,120,121,24,22,13.0,13.0,14.36,12.61,106.0,0,13.92,18.5
2013.4,83.71,71.28,120,121,24,22,13.0,13.0,13.68,11.81,106.0,0,13.91,18.2
2017.48,84.22,71.09,120,121,24,22,13.0,13.0,13.49,13.04,105.9,0,13.89,18.0
2022.1,84.72,70.92,120,121,24,22,13.0,13.0,13.05,11.77,105.9,0,13.93,17.7
2027.26,85.21,70.76,120,121,24,22,13.0,13.0,12.11,12.68,105.8,0,13.92,17.5
2032.94,85.69,70.62,120,121,24,22,13.0,13.0,13.89,14.3,105.8,0,13.93,17.3
2039.15,86.15,70.49,120,121,24,22,13.0,13.0,12.94,12.23,105.8,0,13.92,17.1
2045.89,86.61,70.38,120,121,24,22,13.0,13.0,14.09,13.07,105.7,0,13.87,16.9
2053.14,87.05,70.28,120,121,24,22,13.0,13.0,14.54,14.13,105.7,0,13.87,16.7
2060.9,87.48,70.19,120,121,24,22,13.0,13.0,14.05,11.77,105.6,0,13.89,16.5
2069.16,87.9,70.12,120,121,24,22,13.0,13.0,12.06,12.7,105.6,0,13.88,16.3
2077.93,88.29,70.07,120,121,24,22,13.0,13.0,12.58,14.29,105.5,0,13.91,16.1
2087.19,88.67,70.03,120,121,24,22,13.0,13.0,13.86,14.72,105.5,0,13.89,16.0
2096.95,89.04,70.01,120,121,24,22,13.0,13.0,13.27,14.07,105.5,0,13.93,15.8
2107.18,89.38,70.0,120,121,24,22,13.0,13.0,14.11,15.05,105.4,0,13.92,15.7
2117.89,89.71,70.01,120,121,24,22,13.0,13.0,14.27,11.34,105.4,0,13.92,15.5
2129.06,90.01,70.03,120,121,24,22,13.0,13.0,13.38,13.49,105.3,0,13.89,15.4
2140.7,90.3,70.07,120,121,24,22,13.0,13.0,12.7,13.91,105.3,0,13.92,15.3
2152.79,90.57,70.12,120,121,24,22,13.0,13.0,11.57,13.67,105.3,0,13.89,15.2
2165.32,90.81,70.19,120,121,24,22,13.0,13.0,12.13,13.87,105.2,0,13.89,15.2
2178.28,91.03,70.28,120,121,24,22,13.0,13.0,12.42,12.5,105.2,0,13.91,15.1
2191.68,91.23,70.38,120,121,24,22,13.0,13.0,13.08,12.12,105.1,0,13.88,15.1
2205.48,91.41,70.49,120,121,24,22,13.0,13.0,12.89,13.86,105.1,0,13.88,15.0
2219.7,91.57,70.62,120,121,24,22,13.0,13.0,13.57,12.42,105.0,0,13.95,15.0
2234.31,91.7,70.76,120,121,24,22,13.0,13.0,12.07,12.45,105.0,0,13.9,15.0
2249.32,91.81,70.92,120,121,24,22,13.0,13.0,12.1,14.33,105.0,0,13.94,15.0
2264.7,91.89,71.09,120,121,24,22,13.0,13.0,12.62,13.56,104.9,0,13.89,15.0
2280.44,91.95,71.28,120,121,24,22,13.0,13.0,13.01,15.02,104.9,0,13.92,15.1
2296.54,91.99,71.47,120,121,24,22,13.0,13.0,12.05,15.14,104.8,0,13.92,15.1
2312.99,92.0,71.69,120,121,24,22,13.0,13.0,13.49,12.55,104.8,0,13.9,15.2
2329.77,91.99,71.91,120,121,24,22,13.0,13.0,12.14,13.86,104.7,0,13.89,15.2
2346.88,91.95,72.15,120,121,24,22,13.0,13.0,10.63,14.39,104.7,0,13.9,15.3
2364.29,91.89,72.4,120,121,24,22,13.0,13.0,14.06,13.13,104.7,0,13.9,15.4
2382.0,91.81,72.66,120,121,24,22,13.0,13.0,14.09,13.73,104.6,0,13.91,15.5
2400.0,91.7,72.93,120,121,24,22,13.0,13.0,16.26,13.07,104.6,0,13.9,15.7
2418.27,91.57,73.21,120,121,24,22,13.0,13.0,14.7,12.31,104.5,0,13.88,15.8
2436.81,91.41,73.51,120,121,24,22,13.0,13.0,11.4,13.87,104.5,0,13.91,16.0
2455.59,91.23,73.81,120,121,24,22,13.0,13.0,13.65,11.65,104.5,0,13.92,16.1
2474.61,91.03,74.12,120,121,24,22,13.0,13.0,14.11,13.1,104.4,0,13.9,16.3
2493.85,90.81,74.44,120,121,24,22,13.0,13.0,13.55,13.63,104.4,0,13.91,16.5
2513.31,90.57,74.78,120,121,24,22,13.0,13.0,11.71,12.99,104.3,0,13.88,16.7
2532.95,90.3,75.11,120,121,24,22,13.0,13.0,13.48,13.8,104.3,0,13.9,16.9
2552.79,90.01,75.46,120,121,24,22,13.0,13.0,13.12,11.34,104.2,0,13.92,17.1
2572.79,89.71,75.81,120,121,24,22,13.0,13.0,12.31,13.3,104.2,0,13.92,17.3
2592.94,89.38,76.17,120,121,24,22,13.0,13.0,12.0,14.53,104.2,0,13.9,17.5
2613.24,89.04,76.54,120,121,24,22,13.0,13.0,12.81,13.77,104.1,0,13.88,17.7
2633.67,88.67,76.91,120,121,24,22,13.0,13.0,13.38,13.18,104.1,0,13.92,18.0
2654.21,88.29,77.29,120,121,24,22,13.0,13.0,12.53,12.66,104.0,0,13.91,18.2
2674.85,87.9,77.67,120,121,24,22,13.0,13.0,12.68,11.7,104.0,0,13.9,18.5
2695.58,87.48,78.05,120,121,24,22,13.0,13.0,14.05,12.95,104.0,0,13.88,18.7
2716.38,87.05,78.44,120,121,24,22,13.0,13.0,13.47,10.88,103.9,0,13.86,19.0
2737.23,86.61,78.82,120,121,24,22,13.0,13.0,12.71,13.24,103.9,0,13.9,19.2
2758.13,86.15,79.22,120,121,24,22,13.0,13.0,11.78,12.84,103.8,0,13.87,19.5
2779.06,85.69,79.61,120,121,24,22,13.0,13.0,12.93,11.11,103.8,0,13.9,19.7
2800.0,85.21,80.0,120,121,24,22,13.0,13.0,12.96,10.93,103.8,0,13.89,20.0
2820.94,84.72,80.39,120,121,24,22,13.0,13.0,13.5,14.78,103.7,0,13.87,20.3
2841.87,84.22,80.78,120,121,24,22,13.0,13.0,13.03,11.51,103.7,0,13.87,20.5
2862.77,83.71,81.18,120,121,24,22,13.0,13.0,14.33,13.72,103.6,0,13.88,20.8
2883.62,83.19,81.56,120,121,24,22,13.0,13.0,12.89,13.68,103.6,0,13.9,21.0
2904.42,82.67,81.95,120,121,24,22,13.0,13.0,14.99,13.62,103.5,0,13.84,21.3
2925.15,82.14,82.33,120,121,24,22,13.0,13.0,12.35,12.03,103.5,0,13.9,21.5
2945.79,81.61,82.71,120,121,24,22,13.0,13.0,12.66,12.12,103.5,0,13.88,21.8
2966.33,81.08,83.09,120,121,24,22,13.0,13.0,14.05,13.57,103.4,0,13.89,22.0
2986.76,80.54,83.46,120,121,24,22,13.0,13.0,13.34,13.64,103.4,0,13.93,22.3
3007.06,80.0,83.83,120,121,24,22,13.0,13.0,11.53,13.75,103.3,0,13.89,22.5
3027.21,79.46,84.19,120,121,24,22,13.0,13.0,13.82,12.6,103.3,0,13.85,22.7
3047.21,78.92,84.54,120,121,24,22,13.0,13.0,12.66,10.72,103.3,0,13.9,22.9
3067.05,78.39,84.89,120,121,24,22,13.0,13.0,12.56,12.33,103.2,0,13.87,23.1
3086.69,77.86,85.22,120,121,24,22,13.0,13.0,11.45,11.8,103.2,0,13.9,23.3
3106.15,77.33,85.56,120,121,24,22,13.0,13.0,13.95,13.6,103.1,0,13.89,23.5
3125.39,76.81,85.88,120,121,24,22,13.0,13.0,13.94,11.16,103.1,0,13.91,23.7
3144.41,76.29,86.19,120,121,24,22,13.0,13.0,12.43,13.02,103.1,0,13.91,23.9
3163.19,75.78,86.49,120,121,24,22,13.0,13.0,11.9,13.67,103.0,0,13.9,24.0
3181.73,75.28,86.79,120,121,24,22,13.0,13.0,15.12,12.36,103.0,0,13.93,24.2
3200.0,74.79,87.07,120,121,24,22,13.0,13.0,13.28,11.34,102.9,0,13.93,24.3
3218.0,74.31,87.34,120,121,24,22,13.0,13.0,11.51,10.09,102.9,0,13.92,24.5
3235.71,73.85,87.6,120,121,24,22,13.0,13.0,13.72,12.75,102.9,0,13.89,24.6
3253.12,73.39,87.85,120,121,24,22,13.0,13.0,14.26,13.51,102.8,0,13.89,24.7
3270.23,72.95,88.09,120,121,24,22,13.0,13.0,13.38,11.21,102.8,0,13.89,24.8
3287.01,72.52,88.31,120,121,24,22,13.0,13.0,11.53,10.08,102.8,0,13.88,24.8
3303.46,72.1,88.53,120,121,24,22,13.0,13.0,13.89,11.36,102.7,0,13.89,24.9
3319.56,71.71,88.72,120,121,24,22,13.0,13.0,11.42,13.65,102.7,0,13.9,24.9
3335.3,71.33,88.91,120,121,24,22,13.0,13.0,13.14,12.5,102.6,0,13.88,25.0
3350.68,70.96,89.08,120,121,24,22,13.0,13.0,11.62,13.6,102.6,0,13.9,25.0
3365.69,70.62,89.24,120,121,24,22,13.0,13.0,13.45,8.91,102.6,0,13.92,25.0
3380.3,70.29,89.38,120,121,24,22,13.0,13.0,12.13,15.15,102.5,0,13.89,25.0
3394.52,69.99,89.51,120,121,24,22,13.0,13.0,12.68,13.37,102.5,0,13.88,25.0
3408.32,69.7,89.62,120,121,24,22,13.0,13.0,13.57,11.83,102.4,0,13.93,24.9
3421.72,69.43,89.72,120,121,24,22,13.0,13.0,13.49,13.16,102.4,0,13.89,24.9
3434.68,69.19,89.81,120,121,24,22,13.0,13.0,12.45,12.93,102.4,0,13.86,24.8
3447.21,68.97,89.88,120,121,24,22,13.0,13.0,12.11,13.67,102.3,0,13.87,24.8
3459.3,68.77,89.93,120,121,24,22,13.0,13.0,14.02,11.83,102.3,0,13.91,24.7
3470.94,68.59,89.97,120,121,24,22,13.0,13.0,11.5,13.13,102.3,0,13.91,24.6
3482.11,68.43,89.99,120,121,24,22,13.0,13.0,13.89,14.14,102.2,0,13.93,24.5
3492.82,68.3,90.0,120,121,24,22,13.0,13.0,12.93,11.12,102.2,0,13.93,24.3
3503.05,68.19,89.99,120,121,24,22,13.0,13.0,11.37,12.04,102.1,0,13.91,24.2
3512.81,68.11,89.97,120,121,24,22,13.0,13.0,13.19,14.41,102.1,0,13.9,24.0
3522.07,68.05,89.93,120,121,24,22,13.0,13.0,10.99,12.23,102.1,0,13.9,23.9
3530.84,68.01,89.88,120,121,24,22,13.0,13.0,12.39,14.2,102.0,0,13.9,23.7
3539.1,68.0,89.81,120,121,24,22,13.0,13.0,11.27,13.09,102.0,0,13.88,23.5
3546.86,68.01,89.72,120,121,24,22,13.0,13.0,14.54,12.86,102.0,0,13.87,23.3
3554.11,68.05,89.62,120,121,24,22,13.0,13.0,13.91,15.32,101.9,0,13.86,23.1
3560.85,68.11,89.51,120,121,24,22,13.0,13.0,13.74,13.11,101.9,0,13.9,22.9
3567.06,68.19,89.38,120,121,24,22,13.0,13.0,13.17,13.12,101.9,0,13.89,22.7
3572.74,68.3,89.24,120,121,24,22,13.0,13.0,14.29,10.97,101.8,0,13.94,22.5
3577.9,68.43,89.08,120,121,24,22,13.0,13.0,14.42,11.16,101.8,0,13.9,22.3
3582.52,68.59,88.91,120,121,24,22,13.0,13.0,14.32,11.98,101.7,0,13.9,22.0
3586.6,68.77,88.72,120,121,24,22,13.0,13.0,12.44,13.92,101.7,0,13.89,21.8
3590.15,68.97,88.53,120,121,24,22,13.0,13.0,12.86,13.19,101.7,0,13.9,21.5
3593.16,69.19,88.31,120,121,24,22,13.0,13.0,11.98,10.99,101.6,0,13.87,21.3
3595.62,69.43,88.09,120,121,24,22,13.0,13.0,11.67,10.55,101.6,0,13.89,21.0
3597.53,69.7,87.85,120,121,24,22,13.0,13.0,13.22,12.64,101.6,0,13.88,20.8
3598.9,69.99,87.6,120,121,24,22,13.0,13.0,11.87,11.42,101.5,0,13.87,20.5
3599.73,70.29,87.34,120,121,24,22,13.0,13.0,11.65,13.42,101.5,0,13.87,20.3
3600.0,70.62,87.07,120,121,24,22,13.0,13.0,12.97,11.87,101.5,0,13.95,20.0
3599.73,70.96,86.79,120,121,24,22,13.0,13.0,11.1,12.82,101.4,0,13.89,19.7
3598.9,71.33,86.49,120,121,24,22,13.0,13.0,12.18,12.97,101.4,0,13.9,19.5
3597.53,71.71,86.19,120,121,24,22,13.0,13.0,11.88,13.11,101.4,0,13.91,19.2
